"",h,rel,t
22593,concept:biotechcompany:boehringer_ingelheim,type,concept:biotechcompany
22594,concept:sportsleague:american_hockey_league,type,concept:sportsleague
22595,concept:city:rancho_cordova,type,concept:city
22596,concept:biotechcompany:tyco_healthcare,type,concept:biotechcompany
22597,concept:city:alicante,type,concept:city
22598,concept:criminal:john_o_neill,type,concept:criminal
22599,concept:musicartist:chris,type,concept:musicartist
22600,concept:sportsteam:austin_peay_state_governors,type,concept:sportsteam
22601,concept:professor:dan_gilbert,type,concept:professor
22602,concept:county:statesboro,type,concept:county
22603,concept:profession:telecommunications,type,concept:profession
22604,concept:geometricshape:processes,type,concept:geometricshape
22605,concept:personeurope:michael_sapir,type,concept:personeurope
22606,concept:ceo:david_cote,type,concept:ceo
22607,concept:stadiumoreventvenue:union_park,type,concept:stadiumoreventvenue
22608,concept:wine:kentucky,type,concept:wine
22609,concept:city:kyoto,type,concept:city
22610,concept:personus:david_wright,type,concept:personus
22611,concept:coach:tim_beck,type,concept:coach
22612,concept:writer:mystery,type,concept:writer
22613,concept:company:kbcb,type,concept:company
22614,concept:personcanada:pete_rose,type,concept:personcanada
22615,concept:country:republic,type,concept:country
22616,concept:recordlabel:rca,type,concept:recordlabel
22617,concept:city:orpheum_theatre,type,concept:city
22618,concept:sportsteam:sam_houston_state_bearkats,type,concept:sportsteam
22619,concept:landscapefeatures:stores,type,concept:landscapefeatures
22620,concept:disease:manic_depression,type,concept:disease
22621,concept:country:pr,type,concept:country
22622,concept:university:television_academy,type,concept:university
22623,concept:recordlabel:podcast,type,concept:recordlabel
22624,concept:chemical:kerosene,type,concept:chemical
22625,concept:geopoliticallocation:paso_robles,type,concept:geopoliticallocation
22626,concept:conference:csb,type,concept:conference
22627,concept:arthropod:assassin_bugs,type,concept:arthropod
22628,concept:physiologicalcondition:circulation,type,concept:physiologicalcondition
22629,concept:personus:elvis_presley,type,concept:personus
22630,concept:politician:w__bush,type,concept:politician
22631,concept:geopoliticalorganization:languedoc_roussillon,type,concept:geopoliticalorganization
22632,concept:profession:hours,type,concept:profession
22633,concept:geopoliticalorganization:rochester,type,concept:geopoliticalorganization
22634,concept:language:kmer,type,concept:language
22635,concept:governmentorganization:united_states_department,type,concept:governmentorganization
22636,concept:city:port_richey,type,concept:city
22637,concept:website:altavista_com,type,concept:website
22638,concept:company:western_union,type,concept:company
22639,concept:personus:jake_westbrook,type,concept:personus
22640,concept:actor:tweet,type,concept:actor
22641,concept:programminglanguage:procedures,type,concept:programminglanguage
22642,concept:politicsblog:oakland_tribune,type,concept:politicsblog
22643,concept:criminal:enter,type,concept:criminal
22644,concept:sportsleague:espn,type,concept:sportsleague
22645,concept:island:cape_may,type,concept:island
22646,concept:actor:elizabeth_fraser,type,concept:actor
22647,concept:newspaper:york_times,type,concept:newspaper
22648,concept:county:phenix_city,type,concept:county
22649,concept:newspaper:insight,type,concept:newspaper
22650,concept:biotechcompany:pain,type,concept:biotechcompany
22651,concept:profession:events,type,concept:profession
22652,concept:geopoliticalorganization:castile_leon,type,concept:geopoliticalorganization
22653,concept:publication:eastern_economic_review,type,concept:publication
22654,concept:sportsgame:half,type,concept:sportsgame
22655,concept:personeurope:martin_johnson,type,concept:personeurope
22656,concept:televisionshow:bar_exams,type,concept:televisionshow
22657,concept:country:n10_states,type,concept:country
22658,concept:profession:member_states,type,concept:profession
22659,concept:coach:troy_calhoun,type,concept:coach
22660,concept:sportsteam:fort_valley_state_wildcats,type,concept:sportsteam
22661,concept:city:bar,type,concept:city
22662,concept:blog:tribune_newspapers,type,concept:blog
22663,concept:geopoliticallocation:online,type,concept:geopoliticallocation
22664,concept:televisionstation:wkoi,type,concept:televisionstation
22665,concept:musician:czech_philharmonic_orchestra,type,concept:musician
22666,concept:organization:community_reinvestment_coalition,type,concept:organization
22667,concept:county:entire_state,type,concept:county
22668,concept:wine:owners,type,concept:wine
22669,concept:musicartist:sonny_rollins,type,concept:musicartist
22670,concept:ceo:paul_godfrey,type,concept:ceo
22671,concept:monument:visit,type,concept:monument
22672,concept:televisionstation:kstr_tv,type,concept:televisionstation
22673,concept:building:hot_dog_capital,type,concept:building
22674,concept:musician:quest,type,concept:musician
22675,concept:clothing:rubber_shoes,type,concept:clothing
22676,concept:animal:small_insects,type,concept:animal
22677,concept:stadiumoreventvenue:rockefeller,type,concept:stadiumoreventvenue
22678,concept:company:north_carolina,type,concept:company
22679,concept:personaustralia:robert_morris,type,concept:personaustralia
22680,concept:city:xigaze,type,concept:city
22681,concept:geopoliticallocation:shepherdsville,type,concept:geopoliticallocation
22682,concept:radiostation:wics,type,concept:radiostation
22683,concept:radiostation:wjtc,type,concept:radiostation
22684,concept:televisionstation:wham,type,concept:televisionstation
22685,concept:coach:joe_gibbs,type,concept:coach
22686,concept:governmentorganization:house,type,concept:governmentorganization
22687,concept:city:morelia,type,concept:city
22688,concept:clothing:yoga_pants,type,concept:clothing
22689,concept:company:sears_roebuck,type,concept:company
22690,concept:politicsblog:san_francisco_examiner,type,concept:politicsblog
22691,concept:bank:nochex,type,concept:bank
22692,concept:stadiumoreventvenue:the_regency_ballroom,type,concept:stadiumoreventvenue
22693,concept:city:whitesville,type,concept:city
22694,concept:company:ktbo_tv,type,concept:company
22695,concept:musician:john_fogerty,type,concept:musician
22696,concept:publication:global_airmail_parcel_post,type,concept:publication
22697,concept:bank:mastercard,type,concept:bank
22698,concept:clothing:green_dress,type,concept:clothing
22699,concept:monument:delaware_area,type,concept:monument
22700,concept:county:minneapolis_st__paul,type,concept:county
22701,concept:city:alberta,type,concept:city
22702,concept:coach:joe_torre,type,concept:coach
22703,concept:company:microsoft_corporation,type,concept:company
22704,concept:tradeunion:national_hockey_league_players___association,type,concept:tradeunion
22705,concept:clothing:work_trousers,type,concept:clothing
22706,concept:geopoliticallocation:ibiza,type,concept:geopoliticallocation
22707,concept:university:weber_state,type,concept:university
22708,concept:blog:wheels,type,concept:blog
22709,concept:company:european_pressphoto_agency,type,concept:company
22710,concept:planet:water_pipes,type,concept:planet
22711,concept:city:harrisburg,type,concept:city
22712,concept:bodypart:bladder,type,concept:bodypart
22713,concept:sportsgame:years_the_department,type,concept:sportsgame
22714,concept:person:shrewsbury,type,concept:person
22715,concept:city:la_porte,type,concept:city
22716,concept:tableitem:girl,type,concept:tableitem
22717,concept:videogame:carbon_monoxide,type,concept:videogame
22718,concept:river:architecture,type,concept:river
22719,concept:mammal:zebras,type,concept:mammal
22720,concept:athlete:john_hall,type,concept:athlete
22721,concept:company:kepb_tv,type,concept:company
22722,concept:location:cosmopolitan_areas,type,concept:location
22723,concept:company:wilx,type,concept:company
22724,concept:ceo:douglas_r__conant,type,concept:ceo
22725,concept:awardtrophytournament:n40_percent,type,concept:awardtrophytournament
22726,concept:politicianus:david_smith,type,concept:politicianus
22727,concept:journalist:steven_pearlstein,type,concept:journalist
22728,concept:bird:mango,type,concept:bird
22729,concept:person:bernard_ebbers,type,concept:person
22730,concept:journalist:morley_safer,type,concept:journalist
22731,concept:room:times,type,concept:room
22732,concept:city:houma,type,concept:city
22733,concept:journalist:bob_sansevere,type,concept:journalist
22734,concept:personaustralia:david_brown,type,concept:personaustralia
22735,concept:sportsteam:live_stream_baltimore_orioles,type,concept:sportsteam
22736,concept:city:north_hollywood,type,concept:city
22737,concept:city:maracaibo,type,concept:city
22738,concept:stadiumoreventvenue:invesco_field_at_mile_high,type,concept:stadiumoreventvenue
22739,concept:island:egg_harbor,type,concept:island
22740,concept:televisionshow:earthquake,type,concept:televisionshow
22741,concept:person:liane_faulder,type,concept:person
22742,concept:personnorthamerica:sanjay_jha,type,concept:personnorthamerica
22743,concept:stateorprovince:nh,type,concept:stateorprovince
22744,concept:politicsbill:entire_agreement_these_terms,type,concept:politicsbill
22745,concept:actor:marc_h__morial,type,concept:actor
22746,concept:politicaloffice:president,type,concept:politicaloffice
22747,concept:person:azim_premji,type,concept:person
22748,concept:eventoutcome:employment,type,concept:eventoutcome
22749,concept:director:committee,type,concept:director
22750,concept:female:wendy_kopp,type,concept:female
22751,concept:visualartist:gers,type,concept:visualartist
22752,concept:personus:kelvim_escobar,type,concept:personus
22753,concept:vehicle:government_agencies,type,concept:vehicle
22754,concept:coach:john_beck,type,concept:coach
22755,concept:sportsteam:bills,type,concept:sportsteam
22756,concept:personsouthamerica:tours,type,concept:personsouthamerica
22757,concept:televisionstation:whiq,type,concept:televisionstation
22758,concept:company:kedt,type,concept:company
22759,concept:agent:months,type,concept:agent
22760,concept:clothing:style_shirt,type,concept:clothing
22761,concept:geopoliticalorganization:arunachal_pradesh,type,concept:geopoliticalorganization
22762,concept:politicianus:will_wynn,type,concept:politicianus
22763,concept:company:commerce,type,concept:company
22764,concept:city:greensboro,type,concept:city
22765,concept:musicalbum:picture,type,concept:musicalbum
22766,concept:sportsteam:n1935_the_detroit_tigers,type,concept:sportsteam
22767,concept:company:days_last_week,type,concept:company
22768,concept:geopoliticallocation:grenada,type,concept:geopoliticallocation
22769,concept:food:feta,type,concept:food
22770,concept:mlconference:vw,type,concept:mlconference
22771,concept:company:drudge_report,type,concept:company
22772,concept:musician:brian_jones,type,concept:musician
22773,concept:book:tracks,type,concept:book
22774,concept:journalist:marian_burros,type,concept:journalist
22775,concept:geopoliticallocation:sardinia,type,concept:geopoliticallocation
22776,concept:hotel:the_plaza,type,concept:hotel
22777,concept:televisionstation:wkyt,type,concept:televisionstation
22778,concept:clothing:bib_overalls,type,concept:clothing
22779,concept:actor:michael_macmillan,type,concept:actor
22780,concept:coach:philadelphia_eagles,type,concept:coach
22781,concept:personmexico:al_east,type,concept:personmexico
22782,concept:city:nanning,type,concept:city
22783,concept:actor:melissa_brown,type,concept:actor
22784,concept:personasia:edge,type,concept:personasia
22785,concept:city:vail,type,concept:city
22786,concept:company:wordtracker,type,concept:company
22787,concept:software:round,type,concept:software
22788,concept:personaustralia:hilton_head_island,type,concept:personaustralia
22789,concept:televisionstation:kmph_tv,type,concept:televisionstation
